Fullstate,State,Type,Bill Number,Year,Elected,MoreDefined,Description,Last Action,curbing,RichardLastAction,Richard Description,Date Signed,Unsure,Very interesting,Notes,election,judicial,governor,lower,upper,less,more,outside,how_much_less,how_much_more,distance_closest_branch,Moralistic,Traditionalistic,RepublicanLegslature,SplitLegislature,Culture,legislativeControl,unified,court_gov_dist,court_lower_dist,court_upper_dist,curbs,elected,partisan,nonpartisan,retention,elected_ideology_gov,elected_ideology_upper,elected_ideology_lower,partisan_ideology_gov,partisan_ideology_upper,partisan_ideology_lower,nonpartisan_ideology_gov,nonpartisan_ideology_upper,nonpartisan_ideology_lower,retention_ideology_gov,retention_ideology_upper,retention_ideology_lower,Professionalization
Alabama,AL,Jurisdiction,HB 28,2008,Elected,Partisan,"Recodifies Alabama Juvenile Justice Act, including provisions on judges named as juvenile and family court judges, jurisdiction of juvenile and family courts, etc. In House Judiciary committee",Approved by full House,0,Passed one chamber,,,,,,AL2008,0.704422769,0.5395,0.281,0.269,0,1,1,0,0.164922769,0.164922769,0,1,0,0,Traditionalistic,Democratic,1,0.16492276900000002,0.423422769,0.435422769,5,1,1,0,0,0.16492276900000002,0.435422769,0.423422769,0.16492276900000002,0.435422769,0.423422769,0,0,0,0,0,0,3
Alabama,AL,Selection,HB 126,2009,Elected,Partisan,"Provides for the nonpartisan election of candidates for state appellate judicial office and a corresponding special ballot for such elections. Provides that a reelection would be via retention election, rather than a contested election. Creates  a judicial evaluation commission to evaluate performance of a state appellate judicial officer standing for reelection in a retention election and to recommend retention or not.",Died when legislature adjourned 5/15/09.,0,Introduced,,,,,,AL2009,0.681880496,0.5395,0.281,0.269,0,1,1,0,0.142380496,0.142380496,0,1,0,0,Traditionalistic,Democratic,1,0.14238049600000002,0.400880496,0.412880496,10,1,1,0,0,0.14238049600000002,0.412880496,0.400880496,0.14238049600000002,0.412880496,0.400880496,0,0,0,0,0,0,3
Alabama,AL,Selection,HB 1 (Special Session),2010,Elected,Partisan,"Imposes contributions on judicial and other races for PACs, corporations, and individuals.",Died in committee.,1,Introduced,,,,,,AL2010,0.704422769,0.187,0.302,0.3,0,1,1,0,0.402422769,0.402422769,0,1,0,0,Traditionalistic,Democratic,1,0.517422769,0.402422769,0.404422769,8,1,1,0,0,0.517422769,0.404422769,0.402422769,0.517422769,0.404422769,0.402422769,0,0,0,0,0,0,3
Alabama,AL,Other,HB 155,2011,Elected,Partisan,Creates crime of threatening harm or violence against a judicial system officer or employee or his or her immediate family. Allows the death penalty to be imposed upon a person who commits murder of a judicial system officer or employee or his or her immediate family under certain conditions. Includes threatening harm or violence against a judicial system officer or employee as an aggravating circumstance relating to a capital offense.,In House Committee on Judiciary.,0,Introduced,Protection of judges,,,,,AL2011,0.758027863,0.187,0.302,0.3,0,1,1,0,0.456027863,0.456027863,0,1,1,0,Traditionalistic,Democratic,1,0.5710278630000001,0.45602786300000003,0.45802786300000004,5,1,1,0,0,0.5710278630000001,0.45802786300000004,0.45602786300000003,0.5710278630000001,0.45802786300000004,0.45602786300000003,0,0,0,0,0,0,3
Alabama,AL,Rule Making Authority,HB 14,2012,Elected,Partisan,ORIGINAL: Authorizes the presiding judge of a circuit court to authorize motion hearings in civil matters to be conducted by telephone or other audio-video telecommunications means. AMENDED: Expands use to district courts and criminal matters as well.,Approved by full Senate 5/16/12. To Governor for approval.,0,Passed Legislature,,,,,,AL2012,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,0.05032476199999991,0.177175238,0.038675238000000056,17,1,1,0,0,0.05032476199999991,0.038675238000000056,0.177175238,0.05032476199999991,0.038675238000000056,0.177175238,0,0,0,0,0,0,3
Alabama,AL,Other,HB 114,2013,Elected,Partisan,Provides courts authorized to contract with certain private entities to provide probation services for certain offenses.,Approved with amendments by House Public Safety and Homeland Security Committee 2/28/13.,0,Introduced,Jurisdiction,,,,,AL2013,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,0.05032476199999991,0.177175238,0.038675238000000056,10,1,1,0,0,0.05032476199999991,0.038675238000000056,0.177175238,0.05032476199999991,0.038675238000000056,0.177175238,0,0,0,0,0,0,3
Alabama,AL,Jurisdiction,HB 116,2014,Elected,Partisan,"Grants district court in cases up to $25,000 (currently $10,000). Grants circuit court exclusive jurisdiction in cases over $25,000 (currently $10,000).",In House Judiciary Committee.,0,Introduced,,,,,,AL2014,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,0.05032476199999991,0.177175238,0.038675238000000056,10,1,1,0,0,0.05032476199999991,0.038675238000000056,0.177175238,0.05032476199999991,0.038675238000000056,0.177175238,0,0,0,0,0,0,3
Alabama,AL,Salary & Budget,HB 10,2015,Elected,Partisan,"Provides court costs and docket fees assessed by any authority other than the Constitution of Alabama of 1901 are to revert to General Fund. Provides that a court may not waive, set aside, or otherwise fail to collect any court costs or docket fees previously authorized and now subject to this act.",In House Judiciary Committee.,1,Introduced,,,,,,AL2015,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,0.05032476199999991,0.177175238,0.038675238000000056,11,1,1,0,0,0.05032476199999991,0.038675238000000056,0.177175238,0.05032476199999991,0.038675238000000056,0.177175238,0,0,0,0,0,0,3
Alabama,AL,Jurisdiction,HB 151,2016,Elected,Partisan,"Increases District Court jurisdiction to $15,000.",In House Judiciary Committee.,1,Introduced,,,,,,AL2016,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,0.05032476199999991,0.177175238,0.038675238000000056,5,1,1,0,0,0.05032476199999991,0.038675238000000056,0.177175238,0.05032476199999991,0.038675238000000056,0.177175238,0,0,0,0,0,0,3
Alabama,AL,Other,HB 166 (Constitutional Amendment),2017,Elected,Partisan,"Requires Judicial Inquiry Commission file complaint for judicial discipline against appellate judge with House Judiciary Committee, not Court of the Judiciary. Provides House Judiciary Committee may keep complaint or refer it to judiciary. Provides Court of the Judiciary not to hear case, but instead Court of Civil Appeals or Court of Criminal Appeals.",In House Judiciary Committee.,1,Introduced,Punishment of judges,,,,,AL2017,0.78767523800000006,0.838,0.6105,0.749,0,0,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,0.05032476199999991,0.177175238,0.038675238000000056,11,1,1,0,0,0.05032476199999991,0.038675238000000056,0.177175238,0.05032476199999991,0.038675238000000056,0.177175238,0,0,0,0,0,0,3
Arkansas,AR,Rule Making Authority,HB 1033,2009,Elected,Nonpartisan,Repeals Reporter of the Supreme Court`s power to omit decisions from publication. Repeals requirement that published volumes of Supreme Court and Court of Appeals decisions be delivered to state and local officials and permits destruction of published volumes if available electronically. Requires all opinions be available for free online. Permits Reporter of the Supreme Court to oversee publication and distribution of the decisions of the Supreme Court and the Court of Appeals in such format and medium as the Supreme Court may direct.,Approved by full Senate 2/23/09. To Governor for approval.,0,Passed Legislature,,,,,,AR2009,-0.507492478,-1.605,-0.13,0.052,0,0,0,0,0,0,0,0,0,0,Individualistic,Democratic,1,1.097507522,0.37749247799999996,0.559492478,1,1,0,1,0,1.097507522,0.559492478,0.37749247799999996,0,0,0,1.097507522,0.559492478,0.37749247799999996,0,0,0,3
Arkansas,AR,Salary & Budget,HB 1017,2011,Elected,Nonpartisan,"ORIGINAL: Requires creation of searchable database for all state government revenues and expenditures, including those of courts. AMENDED: Requires creation of searchable database for expenditures of state-supported institutions of higher education only.",Approved as amended by full Senate 3/31/11. To Governor for approval.,0,Passed Legislature,,,,,,AR2011,-0.483059255,-0.369,-0.0455,-0.2145,1,0,1,0.114059255,0,0.114059255,0,0,0,0,Individualistic,Democratic,1,0.11405925500000003,0.43755925500000004,0.268559255,2,1,0,1,0,0.11405925500000003,0.268559255,0.43755925500000004,0,0,0,0.11405925500000003,0.268559255,0.43755925500000004,0,0,0,3
Arkansas,AR,Structure Changes,HB 1263,2013,Elected,Nonpartisan,Repeals provisions automatically converting local district courts into state districts courts.,In House Judiciary Committee.,0,Introduced,,,,,,AR2013,-0.483059255,0.897,0.389,0.2045,1,0,1,0.687559255,0,0.687559255,0,0,0,0,Individualistic,Democratic,1,1.380059255,0.872059255,0.687559255,5,1,0,1,0,1.380059255,0.687559255,0.872059255,0,0,0,1.380059255,0.687559255,0.872059255,0,0,0,3
Arkansas,AR,Salary & Budget,HB 1193,2015,Elected,Nonpartisan,Clarifies that district court fees shall be credited to the general fund of the county.,Approved as amended by full Senate 3/11/2015. House concurred 3/13/2015. Transmitted to Governor for approval.,1,Passed Legislature,,,,,,AR2015,-0.483059255,0.897,0.389,0.2045,1,0,1,0.687559255,0,0.687559255,0,0,1,0,Individualistic,Democratic,1,1.380059255,0.872059255,0.687559255,7,1,0,1,0,1.380059255,0.687559255,0.872059255,0,0,0,1.380059255,0.687559255,0.872059255,0,0,0,3
Arkansas,AR,Other,HB 1007,2017,Elected,Nonpartisan,AS AMENDED: Removes judicial immunity in cases where a judge has ruled against a party and it is later determined the judge received or was influenced by a bribe in a criminal proceeding.,Signed into law by Governor 3/9/17.,1,Enacted,,2017-03-09T00:00:00Z,,,,AR2017,-0.483059255,0.897,0.389,0.2045,1,0,1,0.687559255,0,0.687559255,0,0,1,0,Individualistic,Democratic,1,1.380059255,0.872059255,0.687559255,6,1,0,1,0,1.380059255,0.687559255,0.872059255,0,0,0,1.380059255,0.687559255,0.872059255,0,0,0,3
Arizona,AZ,Qualification & Terms,HB 2057,2008,Elected,Retention,"Allows Supreme Court and/or Chief Justice to name retired judges to assist the Tax Court (currently, may assist Supreme Court, Court of Appeals and Superior Court). In House Judiciary committee",In House Judiciary committee,0,Introduced,,,,,,AZ2008,-0.154386743,,0.1235,0.298,1,,1,0.277886743,0,0.277886743,0,1,1,0,Traditionalistic,Democratic,1,,0.277886743,0.452386743,7,1,0,0,1,,0.452386743,0.277886743,,0,0,,0,0,,0.452386743,0.277886743,3
Arizona,AZ,Qualification & Terms,HB 2058,2009,Elected,Retention,Requires Court Commissioners have been practicing law for at least 5 years prior to appointment.,Died when legislature adjourned 7/1/09.,1,Introduced,,,,,,AZ2009,0.040943492,,0.1235,0.298,0,,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,,0.082556508,0.257056508,8,1,0,0,1,,0.257056508,0.082556508,,0,0,,0,0,,0.257056508,0.082556508,3
Arizona,AZ,Jurisdiction,HB 2379,2010,Elected,Retention,"Enacts the ""Arizona Foreign Decisions Act"" Declares the acceptance of Arizona into the Union was a ""compact"". Declares ""Congress has no authority to preempt state regulation of state courts."" Prohibits courts from implementing, referring or incorporating or using ""a tenet of any body of religious sectarian law"" and specifically includes sharia law, canon law, halacha and karma, but exempts decisions based on Anglo-American legal tradition, laws or case law from Great Britain prior enactment of the statute, or the definition of marriage as between one man and one woman, ""and the principles on which the United States was founded."" Prohibits use of any case law or statute from a non-U.S. jurisdiction or ""foreign body"", including the United Nations. Decisions that make use of a body of religious sectarian law or foreign law declared void and usages declared to be grounds for impeachment. Declares these provisions apply to Federal courts sitting in diversity jurisdiction. Requires any court that construes this statute must do so in a way to confine the power of Congress and the federal judiciary.",Died in committee.,1,Introduced,,,,1,,AZ2010,0.236273726,0.748,0.6985,0.562,1,0,1,0.325726274,0,0.325726274,0,1,1,0,Traditionalistic,Democratic,1,0.511726274,0.46222627400000005,0.3257262740000001,7,1,0,0,1,0.511726274,0.3257262740000001,0.46222627400000005,0,0,0,0,0,0,0.511726274,0.3257262740000001,0.46222627400000005,3
Arizona,AZ,Jurisdiction,HB 2064,2011,Elected,Retention,"ORIGINAL: Modifies the statutory definition of dilapidated building. AMENDED: Defines ""foreign law"" as ""any law, rule or legal code or system other than the constitution, laws and ratified treaties of the united states and the territories of the united states, or the constitution and laws of this state....a court, arbitrator, administrative agency or other adjudicative, mediation or enforcement authority shall not enforce a foreign law if doing so would violate a right guaranteed by the constitution of this state or of the united states or conflict with the laws of the united states or of this state.""",Approved as amended by full Senate 4/5/11. Approved by full House 4/7/11. To Governor for approval.,1,Passed Legislature,,,,,,AZ2011,0.236273726,0.748,0.6985,0.562,1,0,1,0.325726274,0,0.325726274,0,1,1,0,Traditionalistic,Democratic,1,0.511726274,0.46222627400000005,0.3257262740000001,16,1,0,0,1,0.511726274,0.3257262740000001,0.46222627400000005,0,0,0,0,0,0,0.511726274,0.3257262740000001,0.46222627400000005,3
Arizona,AZ,Salary & Budget,HB 2078,2012,Elected,Retention,Sets judicial and other salaries.,Prefiled (no committee).,0,Introduced,,,,,,AZ2012,0.236273726,,0.732,0.608,0,,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,,0.495726274,0.371726274,6,1,0,0,1,,0.371726274,0.495726274,,0,0,,0,0,,0.371726274,0.495726274,3
Arizona,AZ,Rule Making Authority,HB 2120,2013,Elected,Retention,Provides supreme court to license attorneys in state. Requires supreme court adopt rules regarding licensure but that such rules must allow a person who completed an online law school program to take the state bar examination.,In House Judiciary Committee.,0,Introduced,,,,,,AZ2013,0.236273726,,0.732,0.608,0,,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,,0.495726274,0.371726274,6,1,0,0,1,,0.371726274,0.495726274,,0,0,,0,0,,0.371726274,0.495726274,3
Arizona,AZ,Other,HB 2021,2014,Elected,Retention,Allows a presiding judge to designate a pro se litigant a vexatious litigant and defines vexatious conduct.,Approved by full House 4/16/14. To Governor for approval.,0,Passed Legislature,,,,,,AZ2014,0.236273726,,0.732,0.608,0,,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,,0.495726274,0.371726274,0,1,0,0,1,,0.371726274,0.495726274,,0,0,,0,0,,0.371726274,0.495726274,3
Arizona,AZ,Other,HB 2013,2015,Elected,Retention,Allows Municipal Courts to be open on Columbus Day.,"Signed by Governor, became law 3/17/2015.",0,Enacted,,2015-03-17T00:00:00Z,,,,AZ2015,0.236273726,,0.732,0.608,0,,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,,0.495726274,0.371726274,,1,0,0,1,,0.371726274,0.495726274,,0,0,,0,0,,0.371726274,0.495726274,3
Arizona,AZ,Other,HB 2004,2016,Elected,Retention,"Requires those courts that have a ""publicly accessible and searchable case record database"" post ""a clear and concise disposition"" for each case within 30 days of final disposition.",Prefiled.,1,Introduced,,,,,,AZ2016,0.236273726,,0.732,0.608,0,,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,,0.495726274,0.371726274,9,1,0,0,1,,0.371726274,0.495726274,,0,0,,0,0,,0.371726274,0.495726274,3
Arizona,AZ,Jurisdiction,HB 2097,2017,Elected,Retention,"Prohibits state courts from enforcing ""federal actions"" including federal court decisions unless decisions approved by Congress.",Approved by full House 2/1/17.,1,Passed one chamber,,,,,,AZ2017,0.236273726,,0.732,0.608,0,,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,,0.495726274,0.371726274,4,1,0,0,1,,0.371726274,0.495726274,,0,0,,0,0,,0.371726274,0.495726274,3
California,CA,Other,AB 1491,2008,Elected,Retention,"Revives and extends the deadline for transfer of responsibility for court facilities from the counties to the Judicial Council (the state) from June 30, 2007, to December 31, 2009. Imposes one financial penalty on those counties that transfer their facilities between October 1, 2008, and March 31, 2009 and another for transfers between April 1, 2009, and December 31, 2009.",Approved with Senate amendments by full Assembly,0,Introduced,,,,,,CA2008,-0.488408829,-0.122,-0.6835,-0.628,0,0,0,0,0,0,1,0,0,0,Moralistic,Democratic,1,0.366408829,0.195091171,0.13959117100000001,2,1,0,0,1,0.366408829,0.13959117100000001,0.195091171,0,0,0,0,0,0,0.366408829,0.13959117100000001,0.195091171,5
California,CA,Jurisdiction,AB 1262,2009,Elected,Retention,"Provides that a small claims court has jurisdiction over an action for an injunction or other equitable relief only when a statute expressly authorizes a small claims court to award that relief.  Provides that nothing in existing small claims provisions is intended to expand, or to encourage the expansion of, the jurisdiction of the small claims court.     ",Approved by Assembly Judiciary Committee 4/21/09.,0,Introduced,,,,,,CA2009,-0.488408829,-0.122,-0.6835,-0.628,0,0,0,0,0,0,1,0,0,0,Moralistic,Democratic,1,0.366408829,0.195091171,0.13959117100000001,2,1,0,0,1,0.366408829,0.13959117100000001,0.195091171,0,0,0,0,0,0,0.366408829,0.13959117100000001,0.195091171,5
California,CA,Jurisdiction,AB 1262,2010,Elected,Retention,"Provides that a small claims court has jurisdiction over an action for an injunction or other equitable relief only when a statute expressly authorizes a small claims court to award that relief.  Provides that nothing in existing small claims provisions is intended to expand, or to encourage the expansion of, the jurisdiction of the small claims court.     ",Died in committee.,0,Introduced,,,,,,CA2010,-0.554112401,0.586,-0.715,-0.683,0,0,0,0,0,0,1,0,0,0,Moralistic,Democratic,1,1.140112401,0.16088759899999994,0.12888759900000002,5,1,0,0,1,1.140112401,0.12888759900000002,0.16088759899999994,0,0,0,0,0,0,1.140112401,0.12888759900000002,0.16088759899999994,5
California,CA,Other,AB 102,2011,Elected,Retention,"ORIGINAL: Requires Judicial Council report on California Case Management System annually until the completion and full implementation of the project. Requires Council hire outside reviewer to examine program. Creates California Judicial Branch Contract Law, which would apply specified provisions of the Public Contract Code applicable to state agencies and departments to specified contracts initially entered into or amended by judicial branch entities, as defined, on or after October 1, 2011, as provided. Requires contracts to be subject to review by the Bureau of State Audits and all administrative and infrastructure information technology projects of the Judicial Council to be subject to review by the California Technology Agency, as specified.  Requires Judicial Council audits of trial courts determine compliance with the California Judicial Branch Contract Law. Keeps $40 fine in criminal proceedings for court security in place until 2013 when it would be reduced to $30. Deletes provisions allowing for additional decrease to $20 in future. AS AMENDED: Removes all reference to courts and judiciary and replaces with Healthy Families Program and Medi-Cal changes.",Assembly concurs with Senate amendment 6/15/11. To Governor for approval.,0,Passed Legislature,,,,,,CA2011,-0.554112401,0.586,-0.715,-0.683,0,0,0,0,0,0,1,0,0,0,Moralistic,Democratic,1,1.140112401,0.16088759899999994,0.12888759900000002,3,1,0,0,1,1.140112401,0.12888759900000002,0.16088759899999994,0,0,0,0,0,0,1.140112401,0.12888759900000002,0.16088759899999994,5
California,CA,Rule Making Authority,AB 1208,2012,Elected,Retention,"AS AMENDED: Deletes existing provision of law that states that the Judicial Council shall retain the ultimate responsibility to adopt a budget and allocate funding for the trial courts and perform specified activities that best assure their ability to carry out their functions, promote implementation of statewide policies, and promote the immediate implementation of efficiencies and cost saving measures in court operations, in order to guarantee equal access to the courts. Deletes existing provisions which empower the Judicial Council to authorize a trial court to carry unexpended funds over from one fiscal year to the next, and instead provides that unexpended funds shall be the funds of that trial court, which may carry those unexpended funds over from one fiscal year to the next. Prohibits those funds from being reallocated or redirected without the consent of the management of the trial court. Requires the Judicial Council, or its designee, to allocate 100% of the funds appropriated for support of trial court operations according to each courts share of statewide operational funding. Provides that all funds, once allocated, are funds of the trial court, and authorizes courts to transfer funds between functions, line items or programs as directed by management of the trial court. Deletes existing provisions relating to the manner in which the Judicial Council allocates funding for trial court operations, and instead requires that the amount allocated to each trial court from the amount appropriated for trial court operations be equal to the pro rata share of the prior fiscal years adjusted base budget, except as provided. Requires the Legislature, based on the information submitted in the Governors proposed budget, and prior to the allocation of funds to each local trial court, to specify, in each annual Budget Act, the funding amounts to be allocated for programs of statewide concern from the total funds appropriated for trial court operations by the Legislature. Prohibits the Judicial Council, or its designee, from withholding or expending any portion of the total funds appropriated for trial court operations by the Legislature for any statewide information technology or administrative infrastructure program that was not identified in the annual Budget Act, unless the Judicial Council, or its designee, first obtains the written approval of 66 2/3% of a proportional representation of all local trial courts as determined by the number of judges in each court.",Approved by full Assembly 1/30/12.,0,Passed Legislature,,,,,,CA2012,-0.073980438,-0.867,-0.728,-0.574,0,0,0,0,0,0,1,0,0,0,Moralistic,Democratic,1,0.793019562,0.654019562,0.500019562,1,1,0,0,1,0.793019562,0.500019562,0.654019562,0,0,0,0,0,0,0.793019562,0.500019562,0.654019562,5
California,CA,Selection,AB 1005,2013,Elected,Retention,"AS APPROVED BY ASSEMBLY: Requires governor and state bar report number of applicants for judicial office that are veterans or those with physical disability or mental disability. Requires AOC report how many judges currently in office are veterans or disabled. AS APPROVED BY SENATE: Same, but replaces phases ""physical disability"" and ""mental disability"" with ""disability"".",Assembly concurs with Senate amendment 8/5/13. To Governor for signature.,0,Passed Legislature,,,,,,CA2013,-0.073980438,-0.867,-0.728,-0.574,0,0,0,0,0,0,1,0,0,0,Moralistic,Democratic,1,0.793019562,0.654019562,0.500019562,2,1,0,0,1,0.793019562,0.500019562,0.654019562,0,0,0,0,0,0,0.793019562,0.500019562,0.654019562,5
California,CA,Other,AB 1313,2014,Elected,Retention,"ORIGINAL: Makes technical changes to Trial Court Trust Fund. AS AMENDED: Requires Judicial Council, subject to funding, allocate 12 additional judgeships in state.",In Assembly Judiciary Committee. Carried over from 2013 session.,0,Introduced,,,,,,CA2014,-0.073980438,-0.867,-0.728,-0.574,0,0,0,0,0,0,1,0,0,0,Moralistic,Democratic,1,0.793019562,0.654019562,0.500019562,8,1,0,0,1,0.793019562,0.500019562,0.654019562,0,0,0,0,0,0,0.793019562,0.500019562,0.654019562,5
